tag,movieId,score,tag_lowercase_dups,tag_punc_dups
wistful,546556,39.0,,
wissenschaftliche sci-fi,15368,-1.0,,
wissenschaftler,12841,-1.0,,
wishlist,26078,1.0,,
wishing well,167124,1.0,,
wishing on a star,148242,1.0,,
wishful,123939,1.0,,
wishes come true,929525,8.0,,
wishes,223729,2.0,,
wish this movie didnt exist,113348,0.0,,
wish fulfillment,409320,4.0,,
wisedom,260,1.0,,
wisecracking characters,45470,2.0,,
wisecrack humor,235393,4.0,,
wiseass,167738,1.0,,
wise men,49524,1.0,,
wise guys,1466,0.0,,
wise guy,913,3.0,,
wise,7099,1.0,,
wisdom,494134,25.0,,
wisconson,47970,0.0,,
wirework,73865,0.0,,
wiretapping,184317,1.0,,
wiretap,12870,3.0,,
wired 50 greatest soundtracks,359585,-75.0,,
wire walker,60766,0.0,,
wire,4344,1.0,,
wipes nose with hand repeatedly!,100106,-1.0,,
wipeout,85992,2.0,,
winzer,60948,1.0,,
wintry,1249912,17.0,,
winter war,107022,0.0,,
winter theme,106696,2.0,,
winter storm,344282,3.0,,
winter scenes,41566,1.0,,
winter olympic,236500,3.0,,
winter,9303075,103.0,Winter;,
winston churchill,179817,8.0,,
winston,34437,-3.0,,
winona ryder at her worst,46,-2.0,,
winona ryder,168205,29.0,Winona Ryder;,
winnipeg,55063,1.0,,
winnings,31347,0.0,,
winning lottery,387941,4.0,,
winning and losing,155639,1.0,,
winning,272891,5.0,,
winnie the pooh,262574,3.0,,
winnetou,234676,2.0,,
winner,234865,3.0,,
winnebago,184309,2.0,,
wink,58740,1.0,,
wings of freedom,66927,0.0,,
wings,484579,7.0,,
wingman,172193,1.0,,
winging into a wall,437,1.0,,
wing chun,1107743,10.0,Wing Chun;,
winery,191280,4.0,,
winemaking,142540,1.0,,
winegrower,51838,2.0,,
wine tasting,98616,3.0,,
wine shop,109106,1.0,,
wine garden,244999,3.0,,
wine country,186491,1.0,,
wine cellar,206542,6.0,,
wine and romance,49366,6.0,,
wine & food,858,1.0,,
wine,2941110,65.0,,
windy,68853,1.0,,
windsurfing,128275,1.0,,
windshield,66330,1.0,,
window washers,156286,1.0,,
window washer,281532,2.0,,
window dresser,4132,1.0,,
window cleaner,342155,2.0,,
windfall,165725,1.0,,
windeln,5308,1.0,,
wind up toy,1103,1.0,,
wind farm,167184,1.0,,
wind chime,4815,1.0,,
wind,696631,8.0,,
winchester rifle,6429,1.0,,
wincest,260,0.0,,
win girl back,116857,1.0,,
win at all costs,152495,1.0,,
wimp,4991,1.0,,
wilson pickett,106332,1.0,,
wilson,4022,6.0,,
willpower,405470,2.0,,
willing to be murdered,561,1.0,,
williamsburg bridge,163879,1.0,,
william tell overture,347616,2.0,,
william s. burroughs,7123,4.0,,
william quantrill,161254,1.0,,
william mckinley,124492,1.0,,
william howard taft,87179,1.0,,
william goldman,3560,-7.0,William Goldman;,
william castle remake,2995,0.0,,
william burroughs,105869,1.0,,
willem defoe,1090,-5.0,Willem Defoe;,
will wheaton,1259,0.0,,
will watch any number of times,356,0.0,,
will watch,6678,1.0,,
will to survive,422687,8.0,,
will to live,188750,1.0,,
will there be another?,215,-1.0,,
will power,45859,1.0,,
will not like,1818,-1.0,,
will make you feel,139553,1.0,,
will leave you feeling suicidal,56145,0.0,,
will (law),50872,0.0,,
will keep you away from the water,1387,-2.0,,
will keep thinking about this one,100383,0.0,,
will hay,155713,1.0,,
will ferrell = nazi,42002,-1.0,,
will ferrel,173015,2.0,Will Ferrel;,
will fe,46976,-6.0,,
will farrel,46976,-1.0,,
will farell,46970,-9.0,,
will enjoy,35836,-4.0,,
will dislike,5027,-1.0,,
will,1027082,8.0,,
wilhelm,2287,-3.0,,
wilford brimley beaten to death,454,0.0,,
wile e. coyote,174085,1.0,,
wildly overrated,51836,-2.0,,
wildlife reserve,155501,1.0,,
wildlife photography,120478,1.0,,
wildlife conservation,497147,4.0,,
wildlife,2107212,30.0,,
wildfires,104137,0.0,,
wildfire,179331,2.0,,
wilderness,9236654,291.0,Wilderness;,
wildcatter,25860,1.0,,
wild west show,296783,5.0,,
wild west,3343445,37.0,Wild West;,
wild party scene,902,1.0,,
wild party,684446,6.0,,
wild man,102917,2.0,,
wild life,189109,1.0,Wild life;,
wild horse,464132,4.0,,
wild goose chase,71189,1.0,,
wild girl,91077,1.0,,
wild comedy,2109,1.0,,
wild child,95789,2.0,,
wild boar,306634,4.0,,
wild bill hickok,606124,9.0,,
wild at heart,919,-2.0,,
wild animal,924194,8.0,,
wild and fresh,34771,-1.0,,
wild and crazy,161312,1.0,,
wild action,85796,1.0,,
wil rogers jr.,177383,1.0,,
wikus,70286,-2.0,,
wikilens top pick,46592,-32.0,,
wikileaks,144250,1.0,Wikileaks;,
wigs,293386,3.0,,
wigan casino,141660,1.0,,
wig,678983,13.0,,
wife swapping,219035,0.0,,
wife murderer,32520,1.0,,
wife murder,737546,6.0,,
wife husband relationship,17064259,224.0,,
wife husband conflict,176403,1.0,,
wife death,184931,1.0,,
wife beater,357116,3.0,,
wife,5963570,77.0,,
wierd story,11995,-4.0,,
wierd plot,171865,1.0,,
wierd love,515,-3.0,,
wierd for the sake of it,69134,1.0,,
wierd ending,94015,1.0,,
wierd,199504,-5.0,Wierd;,
wienerwald,186509,1.0,,
widows/widowers,347230,3.0,,
widowhood,42018,-1.0,,
widower,4274874,48.0,Widower;,
widowed mother,97797,1.0,,
widow to remarry,61729,-3.0,,
widespread cellphone-based surveillance,58559,-2.0,,
widely influential,7072,1.0,,
wide spectrum of emotions,7323,0.0,,
wide range of experts,90630,0.0,,
wide angle lens,4786,0.0,,
wicked woman,179956,2.0,,
wicked stepmother,173093,1.0,,
wicked special effects,260,1.0,,
wicked evil,110591,1.0,,
wichita kansas,44961,2.0,,
wiccan,291158,2.0,,
wicca,27386,4.0,,
why's this rated R? good though,42015,-3.0,,
why was he taking speed?,64839,0.0,,
why the terrorists hate US,62081,-8.0,Why the terrorists hate us;,
why the hell is this tagged as lesbian,31696,-1.0,,
why the hell anyone would like this movie?,750,-15.0,,
why militant islam is so scary,7177,-1.0,,
why is this a movie,112552,-3.0,,
why god why,16179,-10.0,,
why god,1091,-2.0,,
why everyone hates the US,61132,-2.0,,
why don't koreans or mexicans come to the US to adopt children?,6756,-1.0,,
why do they make good shows into bad movies?,1416,-5.0,,
why do i hate this?,2716,-6.0,,
why did it have to be snakes?,1499,1.0,,
why a sequel?,3821,-3.0,,
why?,136369,-1.0,Why?;,
whose neighbors?,32452,0.0,,
whorephobia,276908,-3.0,,
whorehouse,12898,2.0,,
whore,4226,1.0,Whore;,
wholseome,60289,1.0,,
wholesome,256392,3.0,,
whodunnit,978501,12.0,Whodunnit;,
whodunit,12557492,130.0,,
who writes this shit?,119222,1.0,,
who to trust?,78278,0.0,,
who threw the last knife?,50271,0.0,,
who thought this was a good idea?,1760,-2.0,,
who thought of this?,95207,-1.0,,
who the hell listens to this crap?,3881,-3.0,,
who knew,260,1.0,,
who dun it,31160,1.0,,
who done it,93636,1.0,,
who cares DVDs,122897,-115.0,,
whitty dialogue,159717,1.0,,
whitney houston,3257,0.0,Whitney Houston;,
whitewater,108430,1.0,,
whitewashing,571833,9.0,,
whitewashed,1661138,12.0,,
whitewash,439956,11.0,,
whitewall tire,1103,1.0,,
whiteface,8531,1.0,,
white-collar crime,148853,2.0,,
white woman,200059,4.0,,
white water rafting,100382,2.0,,
white water,108054,3.0,,
white washing,876846,11.0,,
white town,176805,1.0,,
white supremacy,300195,2.0,,
white supremacists,447300,10.0,,
white supremacist,133412,2.0,,
white supermacissts,142084,1.0,,
white suit,87990,2.0,,
white squall,86,0.0,,
white slavery,1200726,11.0,,
white slave trade,132926,1.0,,
white shirts,8914,1.0,,
white saviors,165677,2.0,,
white savior,1070211,17.0,,
white rapper,167776,1.0,,
white race,5379,0.0,,
white rabbit,161111,1.0,,
white queen,37857,-1.0,,
white priviledge,55269,0.0,,
white people,329234,4.0,,
white nationalism,162828,3.0,,
white man's burden,126700,2.0,,
white man saving the defenseless black person,105844,1.0,,
white male black female relationship,96567,1.0,,
white lies,38376,1.0,,
white lie,65868,0.0,,
white knight,260,1.0,,
white kadhar,184777,1.0,,
white house,872691,21.0,White House;,
white horse,625222,5.0,,
white hole,102848,1.0,,
white hair,105742,0.0,,
white guy with Jamaican/Caribbean accent,2338,2.0,,
white guy playing ethnic lead,97304,1.0,,
white guilt,266790,11.0,,
white gloves,13391,2.0,,
white feather,116787,1.0,,
white dress,65882,1.0,,
white dove,61026,1.0,,
white collar gangstas,2502,-4.0,,
white collar criminal,242489,2.0,,
white collar,136282,2.0,,
white castle,71246,1.0,White Castle;,
white ballon,115617,0.0,,
white,41025,-3.0,,
whit stillman meets Diner,72,-2.0,whit stillman meets diner;,
whistling,227541,0.0,,
whistle-blowing site,173835,1.0,,
whistleblowers,147126,1.0,,
whistleblower,834784,22.0,,
whistle,43136,1.0,,
whispering,93758,2.0,,
whisky,138487,0.0,,
whiskey,1788486,14.0,Whiskey;,
whirlpool,2416,1.0,,
whipping a slave,409734,3.0,,
whipping,1976249,20.0,,
whipped cream,161014,1.0,,
whiplash,112552,-1.0,,
whip duel,88595,1.0,,
whip,565411,3.0,,
whiny kid,317,5.0,,
whiny,376450,3.0,,
whiney protragonist,80551,-1.0,,
whiney protagonist,119675,10.0,,
whiney,74458,-3.0,,
whimsy,4973,1.0,Whimsy;,
whimsical irreverent,59404,-1.0,,
whimsica,1,0.0,,
whim,173452,1.0,,
while you were sleeping,838,1.0,,
which historical person is gonna be next?,95207,-1.0,,
where's my car,113188,1.0,,
where is the one and only kyle maclachlan?,3262,-10.0,,
where exactly is the suspense?,1333,-1.0,,
where did that tribble come from,102445,-4.0,,
when watched in your teens.,1739,-3.0,,
when travolta was thin,1380,-3.0,,
when did Rupert Grint become a man,69844,-1.0,,
wheelchair user   ,931023,11.0,,
wheelchair rugby,34153,-1.0,,
wheelchair badass,64655,1.0,,
wheelchair,5665188,75.0,,
wheelbarrow,106688,1.0,,
wheel chair,1187,1.0,,
wheat,84526,2.0,,
whattheshit,162542,1.0,,
what's this about?,97752,2.0,,
what's the point?,44203,-7.0,,
whatisitcantsayit,162542,1.0,,
whatisit,162542,1.0,,
whateverilike?,4973,0.0,,
whatever,3545,1.0,,
what you do not what you say,47970,0.0,,
what was with the deer?,27839,0.0,,
what to say about god?,2023,-3.0,,
what the hell was that?,140288,-2.0,,
what the hell did I just watch?,122882,-1.0,,
what the fuck did i just watch,118941,-3.0,,
what the fuck?,167659,-1.0,,
what is with Robert's bangs in this movie?! GRR,92,-3.0,,
what is love,72142,1.0,,
what is going on,40583,1.0,,
what ifs,7012,1.0,,
what if...,138893,-6.0,,
what hath science wrought,5054,1.0,,
what happened to melanie griffith?,276,-3.0,,
what does it mean to be human,1340,2.0,,
what did I just watch?,3676,0.0,,
what cinema is supposed to be,1230,-4.0,,
what are you stuffed with?,593,-5.0,,
what an ending,6118,0.0,,
what a way to waste 2 hours!!!,8969,-6.0,,
what a twist!,93104,3.0,,
what AVP should have been,56801,-12.0,,
what,158412,2.0,,what!;what?;
wharf,166737,1.0,,
whaling ship,201698,2.0,,
whaling,492971,8.0,,
whales,793375,14.0,,
whaler,250123,4.0,,
whale rider,168136,1.0,,
whale oil,117466,1.0,,
whale catch,116835,1.0,,
whale,2130650,29.0,,
whacky weapons,1580,0.0,,
whacked,460151,23.0,,
we've seen this before,77348,0.0,,
wetting pants,138798,3.0,,
wet dream,138824,2.0,,
westfront,44041,1.0,,
westford massachusetts,67197,1.0,,
westernization,50318,0.0,,
western with martial arts,142344,1.0,,
western u.s.,1804,1.0,,
western union,149274,1.0,,
western town,339999,5.0,,
western spoof,571298,5.0,,
western society,113860,1.0,,
western roman empire,54686,1.0,,
western hero,202610,4.0,,
western front,113083,1.0,Western Front;,
western drama,54997,1.0,,
western comedy,299285,2.0,Western Comedy;,
western cape,302910,2.0,,
western bandits,1304,1.0,,
western band,2478,1.0,,
western australia,259141,2.0,Western Australia;,
western animation,364,0.0,,
western,8218800,339.0,Western;,
west_coast_rap,140715,0.0,,
westboro baptist church,131726,1.0,,
west-berlin,140299,2.0,,
west wirginia,5065,-6.0,,
west virginia,783578,9.0,West Virginia;,
west indian,55460,1.0,,
west ham united,37731,1.0,,
west coast rap,140715,14.0,,
west berlin west germany,146932,1.0,,
west berlin,453109,6.0,,
west bank,308531,2.0,,
wes craven thriller,35957,0.0,,
werwer,55247,-25.0,,
werner herzog,115168,-2.0,Werner Herzog;,
werewolves,3146981,198.0,,
werewolfs,136212,1.0,,
werewolf hunters,81993,1.0,,
werewolf child,91974,1.0,,
werewolf,11429523,228.0,Werewolf;,
werecat,184825,1.0,,
we're done,115713,0.0,,
wenge,2621,0.0,,
wendy o williams,4180,-2.0,,
wendigo,329318,4.0,,
weltverbesserer,4911,1.0,,
weltraum,150,1.0,,
weltbevölkerung,27548,1.0,,
well-written,384170,9.0,Well-written;,
well-shot,27765,-1.0,,
well-scored,260,2.0,,
wells fargo,472907,4.0,,
wellness center,167640,1.0,,
wellness,269544,2.0,,
wellmade,587,1.0,,well-made;
wellington,150381,1.0,Wellington;,
well-heeled family,3260,0.0,,
welles,2171,-9.0,,
well-done time travel,12937,-2.0,,
well-done,39183,-5.0,,
well-directed,104079,-1.0,,
well-developed characters,5051,0.0,,
well-crafted dialog,2020,0.0,,
well-crafted,331284,6.0,,
well-constructed,85788,4.0,,
well-cast,79599,1.0,,
wellbeing,158763,1.0,,
well-acted and thought-provoking,5391,1.0,,
well-acted,388621,3.0,,
well...I liked it...,6934,-2.0,,
well written and structured,60582,-1.0,,
well written,481350,24.0,,
"well worth watching this amazing ""horse whisperer""",90266,-3.0,,
well transformed from manga to live action,160139,1.0,,
well thought out,79132,1.0,,
well shot,36401,1.0,,
well scripted,3752,-1.0,,
well portrayed children,140713,2.0,,
well paced,2353,0.0,,
well made stupid schlock,7438,-3.0,,
well made for low budget,44978,-1.0,,
well made,80811,2.0,,
well intentioned,55830,2.0,,
well filmed,46335,0.0,,
well explaining,148626,1.0,,
well executed,115170,2.0,,
well edited,224096,1.0,,
well done with new cast,46530,-6.0,,
well done,361111,-50.0,Well Done;,
well directed,135492,1.0,Well Directed;Well directed;,
well constructed,176662,15.0,,
well choreographed,1573,1.0,,
well cast,113550,8.0,,
well,1166214,11.0,,
welfare worker,88518,1.0,,
welfare states,143476,1.0,,
welfare state,159195,2.0,,
welfare,872568,8.0,,
welding,91972,1.0,,
welder,120368,2.0,,
weisheit,26842,1.0,,
weired,9952,3.0,,
weirdtopia,4702,0.0,,
weirdos are okay,100405,0.0,,
weirdo beginning,4226,1.0,,
weirdly good,356,1.0,,
weirdest episode of Frasier ever,2551,-2.0,,
weirder than the Tim Burton version,80748,0.0,,
weird visuals,33270,1.0,,
weird technique,2116,-4.0,,
weird story,53123,-4.0,,
weird sex,179745,1.0,,
weird relationships,155509,1.0,,
weird relationship,99007,1.0,,
weird presentation,88094,0.0,,
weird pacing,71106,7.0,Weird Pacing;,
weird noises,165171,1.0,,
weird neighbours,183815,1.0,,
weird love,27788,-2.0,,
weird kid,3900,1.0,,
weird japan,101583,0.0,,
weird humour,77667,-1.0,,
weird hippies,165677,1.0,,
weird greek cinema,105159,1.0,,
weird family,168304,1.0,Weird family;,
weird ending,452605,7.0,,
weird couple,4130,1.0,,
weird comedy moments,25755,1.0,,
weird comedy,176921,1.0,,
weird characters,363255,2.0,,
weird but good,3020,-5.0,,
weird animation,2857,1.0,,
weird and gross,8959,-3.0,,
weird alien,1690,1.0,,
weird,13372242,758.0,Weird;,weird!;weird.;
weir,1079,1.0,,
weimar republic,156109,1.0,,
weimar germany,152267,2.0,,
weightlifting,218019,5.0,,
weightlessness,113928,13.0,,
weight loss,299005,3.0,,
weight lifting,199850,2.0,,
weight,38086,1.0,,
wehrmacht,377226,6.0,,
weevil,6947,1.0,,
weepy,5066,1.0,,
weeping willow tree,130004,1.0,,
weekend getaway,8395,1.0,,
weekend,980651,14.0,,
week story,81847,1.0,,
week history,54286,-1.0,,
week,47,0.0,,
weeds,1732,1.0,,
weed,1694736,55.0,Weed;,
wee bit romantic,55207,1.0,,
wednesday,65802,-5.0,,
weddings,273227,10.0,,
wedding vows,215289,10.0,,
wedding toast,86320,1.0,,
wedding theme,59333,3.0,,
wedding scene,116897,5.0,,
wedding rings,124340,1.0,,
wedding ring,896183,8.0,,
wedding rehearsal,163288,1.0,,
wedding reception,340102,7.0,,
wedding present,133909,1.0,,
wedding plans,122591,1.0,,
wedding planning,134093,1.0,,
wedding planner,309023,4.0,,
wedding photograph,102242,1.0,,
wedding party,693961,6.0,,
wedding night,405196,6.0,,
wedding guest,228782,2.0,,
wedding gown fashions,52326,1.0,,
wedding gown,2724,0.0,,
wedding dress,434018,6.0,,
wedding day,398469,3.0,,
wedding date,162404,2.0,,
wedding chapel,1884,1.0,,
wedding ceremony,480445,4.0,,
wedding bouquet,147639,2.0,,
wedding arranger,5135,1.0,,
wedding announcement,120214,1.0,,
wedding anniversary,1131810,10.0,,
wedding,24307968,376.0,Wedding;,
website,881170,9.0,,
webcam,1998099,15.0,,
webbing,138674,1.0,,
weaver,31900,1.0,,
weatherman,188231,5.0,,
weather service,39400,1.0,,
weather reporter as protagonist,124601,-4.0,,
weather manipulation,184985,3.0,,
weather forecaster,73372,0.0,,
weather forecast,405123,5.0,,
weasel,508638,4.0,,
wearwolves,51520,0.0,,
wearwolf,51520,0.0,,
weapons-resistant shell,5979,1.0,,
weaponsmith,6539,-1.0,,
weapons trafficking,113536,1.0,,
weapons of war,154218,1.0,,
weapons manufacturer,319015,4.0,,
weapons industry,185678,4.0,,
weapons history,135803,1.0,,
weapons dealer,330885,2.0,,
weapons,474291,61.0,,
weapon choreography,3896,5.0,,
wealthy widow,337226,3.0,,
wealthy teens,231889,2.0,,
wealthy man,405665,4.0,,
wealthy family,277495,5.0,,
wealthy couple,4999,1.0,,
wealthy,1089116,11.0,,
wealth differences,706046,7.0,,
wealth,4366169,77.0,Wealth;,
weak's POV,132654,1.0,,
weakness,124312,2.0,,
weakest in the series,3273,1.0,,
weak writing,64675,10.0,,
weak villain,866635,37.0,Weak villain;,
weak twist,8783,-7.0,Weak twist;,
weak third act,375626,17.0,Weak third act;,
weak start,113269,3.0,,
weak special effects,55118,-1.0,,
weak songs,165365,1.0,,
weak sequel,6058,0.0,Weak sequel;,
weak secondary characterss,106100,0.0,,
weak second half,211042,7.0,,
weak script,151299,4.0,Weak Script;,
weak screenplay,147560,2.0,Weak screenplay;,
weak scenes,78209,0.0,,
weak scenario,750735,5.0,,
weak romantic movie,4310,-1.0,,
weak remake of series,1665,-7.0,,
weak protagonist,114856,1.0,,
weak plot twist,277231,3.0,,
weak middle,8751,0.0,,
weak implementation,62376,-1.0,,
weak humor,71535,1.0,,
weak framing narrative,86548,1.0,,
weak first season,40697,1.0,,
weak female lead,79123,-1.0,,
weak female characters,89720,1.0,,
weak female character,345302,1.0,,
weak ending,2071248,79.0,,
weak editing,96857,2.0,,
weak direction,57994,1.0,,
weak directing,50601,-4.0,Weak directing;,
weak dialogues,70286,1.0,,
weak dialogue,332305,15.0,Weak dialogue;,
weak dialoges,151252,-1.0,,
weak comic book adaptation,2448,0.0,,
weak climax,122441,1.0,,
weak choices overall,46976,-6.0,,
weak characters,573432,20.0,,
weak characterization,141908,0.0,,
weak character development,88932,0.0,,
weak cgi,71154,1.0,,
weak baddie,122886,1.0,,
weak argument,122896,1.0,,
weak acting,56885,0.0,Weak acting;,
weak,173078,-10.0,Weak;,
we need a bigger boat,1387,-1.0,,
we have a problem,150,-5.0,,
we get the point. Old people become outhful again. Great idea,2407,-12.0,,
we don't need no stinkin badges,1254,-4.0,,
we can do this easy or we can do this reeal easy it's called magic hour,57951,-4.0,,
we are groot,112852,0.0,,
we are glad you took the red pill,2571,-10.0,,
we are all connected. it's not my life or your life it's all life. stop being afraid and hating the unknown. smile and make eye contact.,69529,-2.0,,
we,85397,1.0,We;,w/e;
wcw,348555,2.0,,
wayne county,168450,1.0,,
way way way overrated,7318,-4.0,,
way way too sad,1012,-1.0,,
way too much action,66785,-1.0,,
way too long,319334,-14.0,WAY too long;,
way station,7897,1.0,,
way overrated,626,-12.0,,
way over the top,66285,2.0,,
way of life,167519,6.0,Way of Life;,
wax on wax off,2420,0.0,,
wax musuem,433373,4.0,,
wax museum,1686275,19.0,,
wax figures,47086,1.0,,
wax figure,55848,2.0,,
wax,213638,3.0,,
waves,353937,2.0,,
wave to,67267,1.0,,
wave,520303,8.0,,
watts riots,72524,1.0,,
watts,164544,1.0,,
watershed,260,1.0,,
waterpark,105037,1.0,,
watermelon,356016,3.0,,
waterman,168006,1.0,,
waterloo,13779,2.0,,
waterhole,184269,1.0,,
watergate scandal,476702,7.0,,
waterfront,635865,6.0,,
waterfall,734940,13.0,,
watered down,137002,2.0,,
watercolours and charcoal,114554,5.0,,
watercolour style,471518,3.0,,
watercolor,108540,3.0,,
waterboarding,388281,2.0,,
water wheel,127218,1.0,,
water torture,98961,1.0,,
water supply,335635,3.0,,
water slide,2005,1.0,,
water skiing,221089,5.0,,
water shortage,625065,7.0,,
water scarcity,141544,1.0,,
water purification,99687,1.0,,
water pump,3399,1.0,,
water polo,268337,1.0,,
water pollution,153122,3.0,,
water park,312943,5.0,,
water monster,1186684,13.0,,
water landing,160980,1.0,,
water hose,114151,2.0,,
water gun,550,1.0,,
water cooler,5397,1.0,,
water conflict,99687,1.0,,
water buffalo,7769,1.0,,
water balloon,550,1.0,,
watch-once-only,68237,1.0,,
watchman,165467,1.0,,
watchmaker,162464,1.0,,
watchlist,266593,-1.0,,
watching tv,672648,8.0,watching TV;,
watching this movie is like being stabbed in the head,74754,5.0,,
watching television,1247,1.0,,
watching movie,169720,1.0,,
watching a video,199659,2.0,,
watching a movie,176428,2.0,,
watch-fully,3232,-10.0,,
watched.2016,159917,1.0,,
watched.2015,122886,1.0,,
watched under duress,1307,-10.0,,
watched it for the boobs,955,0.0,,
watched it as a joke,122472,1.0,,
watched every year,919,-8.0,,
watched as kid,1527,-3.0,,
watched 2008,45081,-5.0,Watched 2008;,
watched 2007,1660309,-431.0,,
watched 2006,1504850,-713.0,,
watched 2005,228399,-126.0,,
watched 2004,8636,-9.0,,
watched 2002,5349,-7.0,,
watched 2000,7811,-17.0,,
watched 1999,11014,-61.0,,
watched 1998,1805,-17.0,,
watched 1997,1552,-9.0,,watched (1997);
